LSOACode,LSOAName,MSOACode,MSOAName,LocalAuthority,HealthAuthority,ClinicalCommissioningGroup,County_UnitaryAuthority,PoliceForceArea,Country,LSOAAreas.lsoa11cd,LSOAAreas.LSOA_Area,LSOA Names and Codes by Community Area.LSOA Name,LSOA Names and Codes by Community Area.LSOA Name Cy,LSOA Names and Codes by Community Area.LSOA Code,LSOA Names and Codes by Community Area.Community Area,LSOA Names and Codes by Community Area.Mapping
W01001110,The Vale of Glamorgan 011D,W02000247,The Vale of Glamorgan 011,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001110,20540325.67,Llantwit Major 5,Llanilltud Fawr 5,W01001110,Western,3
W01001111,The Vale of Glamorgan 011E,W02000247,The Vale of Glamorgan 011,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001111,215339.5666,Llantwit Major 6,Llanilltud Fawr 6,W01001111,Western,3
W01001112,The Vale of Glamorgan 011F,W02000247,The Vale of Glamorgan 011,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001112,410006.9582,Llantwit Major 7,Llanilltud Fawr 7,W01001112,Western,3
W01001113,The Vale of Glamorgan 003A,W02000239,The Vale of Glamorgan 003,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001113,43915289.96,Peterston-super-Ely,Llanbedr-y-Fro,W01001113,Western,3
W01001114,The Vale of Glamorgan 008A,W02000244,The Vale of Glamorgan 008,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001114,1065316.761,Plymouth (The Vale of Glamorgan) 1,Plymouth (Bro Morgannwg) 1,W01001114,Eastern,2
W01001115,The Vale of Glamorgan 008B,W02000244,The Vale of Glamorgan 008,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001115,1785270.42,Plymouth (The Vale of Glamorgan) 2,Plymouth (Bro Morgannwg) 2,W01001115,Eastern,2
W01001116,The Vale of Glamorgan 005A,W02000241,The Vale of Glamorgan 005,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001116,520338.3309,Plymouth (The Vale of Glamorgan) 3,Plymouth (Bro Morgannwg) 3,W01001116,Eastern,2
W01001117,The Vale of Glamorgan 014B,W02000250,The Vale of Glamorgan 014,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001117,2036800.864,Rhoose 1,Y Rhws 1,W01001117,Western,3
W01001118,The Vale of Glamorgan 014C,W02000250,The Vale of Glamorgan 014,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001118,4137264.499,Rhoose 2,Y Rhws 2,W01001118,Western,3
W01001119,The Vale of Glamorgan 003B,W02000239,The Vale of Glamorgan 003,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001119,33034252.69,Rhoose 3,Y Rhws 3,W01001119,Western,3
W01001120,The Vale of Glamorgan 014D,W02000250,The Vale of Glamorgan 014,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001120,3910831.983,Rhoose 4,Y Rhws 4,W01001120,Western,3
W01001121,The Vale of Glamorgan 014E,W02000250,The Vale of Glamorgan 014,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001121,5500513.701,St. Athan 1,Sain Tathan 1,W01001121,Western,3
W01001122,The Vale of Glamorgan 014F,W02000250,The Vale of Glamorgan 014,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001122,6119568.161,St. Athan 2,Sain Tathan 2,W01001122,Western,3
W01001123,The Vale of Glamorgan 005B,W02000241,The Vale of Glamorgan 005,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001123,383786.6408,St. Augustine's 1,St. Augustine's 1,W01001123,Eastern,2
W01001124,The Vale of Glamorgan 005C,W02000241,The Vale of Glamorgan 005,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001124,181889.9205,St. Augustine's 2,St. Augustine's 2,W01001124,Eastern,2
W01001125,The Vale of Glamorgan 005D,W02000241,The Vale of Glamorgan 005,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001125,297283.4786,St. Augustine's 3,St. Augustine's 3,W01001125,Eastern,2
W01001126,The Vale of Glamorgan 005E,W02000241,The Vale of Glamorgan 005,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001126,527347.0161,St. Augustine's 4,St. Augustine's 4,W01001126,Eastern,2
W01001127,The Vale of Glamorgan 001B,W02000237,The Vale of Glamorgan 001,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001127,14007353.36,St. Bride's Major 1,Sant-y-Brid 1,W01001127,Western,3
W01001128,The Vale of Glamorgan 001C,W02000237,The Vale of Glamorgan 001,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001128,13026127.4,St. Bride's Major 2,Sant-y-Brid 2,W01001128,Western,3
W01001129,The Vale of Glamorgan 004F,W02000240,The Vale of Glamorgan 004,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001129,337055.9636,Stanwell 1,Stanwell 1,W01001129,Eastern,2
W01001130,The Vale of Glamorgan 005F,W02000241,The Vale of Glamorgan 005,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001130,256915.2905,Stanwell 2,Stanwell 2,W01001130,Eastern,2
W01001131,The Vale of Glamorgan 008C,W02000244,The Vale of Glamorgan 008,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001131,361121.7978,Stanwell 3,Stanwell 3,W01001131,Eastern,2
W01001132,The Vale of Glamorgan 008D,W02000244,The Vale of Glamorgan 008,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001132,1271023.743,Sully 1,Sili 1,W01001132,Eastern,2
W01001133,The Vale of Glamorgan 008E,W02000244,The Vale of Glamorgan 008,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001133,2689760.847,Sully 2,Sili 2,W01001133,Eastern,2
W01001134,The Vale of Glamorgan 008F,W02000244,The Vale of Glamorgan 008,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001134,3106139.27,Sully 3,Sili 3,W01001134,Eastern,2
W01001135,The Vale of Glamorgan 003C,W02000239,The Vale of Glamorgan 003,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001135,29187872.63,Wenvoe 1,Gwenfo 1,W01001135,Western,3
W01001136,The Vale of Glamorgan 003D,W02000239,The Vale of Glamorgan 003,Vale of Glamorgan,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board,Vale of Glamorgan,South Wales,Wales,W01001136,2055737.565,Wenvoe 2,Gwenfo 2,W01001136,Western,3
W01001137,Rhondda Cynon Taf 005A,W02000256,Rhondda Cynon Taf 005,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001137,3821761.797,,,,,
W01001138,Rhondda Cynon Taf 005B,W02000256,Rhondda Cynon Taf 005,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001138,276264.1337,,,,,
W01001139,Rhondda Cynon Taf 005C,W02000256,Rhondda Cynon Taf 005,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001139,204675.3571,,,,,
W01001140,Rhondda Cynon Taf 005D,W02000256,Rhondda Cynon Taf 005,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001140,3629790.163,,,,,
W01001141,Rhondda Cynon Taf 005E,W02000256,Rhondda Cynon Taf 005,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001141,4703586.679,,,,,
W01001142,Rhondda Cynon Taf 005F,W02000256,Rhondda Cynon Taf 005,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001142,4219675.807,,,,,
W01001143,Rhondda Cynon Taf 012A,W02000263,Rhondda Cynon Taf 012,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001143,4066495.189,,,,,
W01001144,Rhondda Cynon Taf 012B,W02000263,Rhondda Cynon Taf 012,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001144,3112754.042,,,,,
W01001145,Rhondda Cynon Taf 012C,W02000263,Rhondda Cynon Taf 012,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001145,1082539.96,,,,,
W01001146,Rhondda Cynon Taf 012D,W02000263,Rhondda Cynon Taf 012,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001146,887258.955,,,,,
W01001147,Rhondda Cynon Taf 004A,W02000255,Rhondda Cynon Taf 004,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001147,5085719.02,,,,,
W01001148,Rhondda Cynon Taf 002A,W02000253,Rhondda Cynon Taf 002,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001148,370067.5653,,,,,
W01001149,Rhondda Cynon Taf 003A,W02000254,Rhondda Cynon Taf 003,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001149,712339.661,,,,,
W01001150,Rhondda Cynon Taf 003B,W02000254,Rhondda Cynon Taf 003,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001150,583294.1653,,,,,
W01001151,Rhondda Cynon Taf 003C,W02000254,Rhondda Cynon Taf 003,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001151,764672.9712,,,,,
W01001152,Rhondda Cynon Taf 002B,W02000253,Rhondda Cynon Taf 002,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001152,8898985.078,,,,,
W01001153,Rhondda Cynon Taf 002C,W02000253,Rhondda Cynon Taf 002,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001153,477844.4057,,,,,
W01001154,Rhondda Cynon Taf 003D,W02000254,Rhondda Cynon Taf 003,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001154,10504440.99,,,,,
W01001155,Rhondda Cynon Taf 002D,W02000253,Rhondda Cynon Taf 002,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001155,727680.515,,,,,
W01001156,Rhondda Cynon Taf 003E,W02000254,Rhondda Cynon Taf 003,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001156,411874.1429,,,,,
W01001157,Rhondda Cynon Taf 028A,W02000279,Rhondda Cynon Taf 028,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001157,214163.644,,,,,
W01001158,Rhondda Cynon Taf 028B,W02000279,Rhondda Cynon Taf 028,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001158,4070288.592,,,,,
W01001159,Rhondda Cynon Taf 028C,W02000279,Rhondda Cynon Taf 028,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001159,795455.2761,,,,,
W01001160,Rhondda Cynon Taf 029A,W02000280,Rhondda Cynon Taf 029,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001160,4707377.049,,,,,
W01001161,Rhondda Cynon Taf 029B,W02000280,Rhondda Cynon Taf 029,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001161,7738959.251,,,,,
W01001162,Rhondda Cynon Taf 025A,W02000276,Rhondda Cynon Taf 025,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001162,796490.6165,,,,,
W01001164,Rhondda Cynon Taf 019A,W02000270,Rhondda Cynon Taf 019,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001164,2182005.754,,,,,
W01001165,Rhondda Cynon Taf 019B,W02000270,Rhondda Cynon Taf 019,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001165,1973177.815,,,,,
W01001166,Rhondda Cynon Taf 016A,W02000267,Rhondda Cynon Taf 016,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001166,3885847.973,,,,,
W01001167,Rhondda Cynon Taf 016B,W02000267,Rhondda Cynon Taf 016,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001167,957510.6765,,,,,
W01001168,Rhondda Cynon Taf 004B,W02000255,Rhondda Cynon Taf 004,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001168,1876810.614,,,,,
W01001169,Rhondda Cynon Taf 004C,W02000255,Rhondda Cynon Taf 004,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001169,3437578.47,,,,,
W01001170,Rhondda Cynon Taf 004D,W02000255,Rhondda Cynon Taf 004,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001170,768960.3143,,,,,
W01001171,Rhondda Cynon Taf 017A,W02000268,Rhondda Cynon Taf 017,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001171,2685502.105,,,,,
W01001172,Rhondda Cynon Taf 020A,W02000271,Rhondda Cynon Taf 020,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001172,846884.749,,,,,
W01001173,Rhondda Cynon Taf 020B,W02000271,Rhondda Cynon Taf 020,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001173,686564.2638,,,,,
W01001174,Rhondda Cynon Taf 020C,W02000271,Rhondda Cynon Taf 020,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001174,934439.1057,,,,,
W01001175,Rhondda Cynon Taf 009A,W02000260,Rhondda Cynon Taf 009,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001175,579986.67,,,,,
W01001176,Rhondda Cynon Taf 013A,W02000264,Rhondda Cynon Taf 013,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001176,1029019.902,,,,,
W01001177,Rhondda Cynon Taf 009B,W02000260,Rhondda Cynon Taf 009,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001177,2193589.343,,,,,
W01001178,Rhondda Cynon Taf 023A,W02000274,Rhondda Cynon Taf 023,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001178,2620621.892,,,,,
W01001179,Rhondda Cynon Taf 023B,W02000274,Rhondda Cynon Taf 023,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001179,3418749.911,,,,,
W01001180,Rhondda Cynon Taf 015A,W02000266,Rhondda Cynon Taf 015,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001180,961856.4111,,,,,
W01001181,Rhondda Cynon Taf 015B,W02000266,Rhondda Cynon Taf 015,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001181,1121212.24,,,,,
W01001182,Rhondda Cynon Taf 021A,W02000272,Rhondda Cynon Taf 021,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001182,2847751.636,,,,,
W01001183,Rhondda Cynon Taf 021B,W02000272,Rhondda Cynon Taf 021,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001183,296969.1854,,,,,
W01001184,Rhondda Cynon Taf 026A,W02000277,Rhondda Cynon Taf 026,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001184,4107478.808,,,,,
W01001185,Rhondda Cynon Taf 022A,W02000273,Rhondda Cynon Taf 022,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001185,428515.3843,,,,,
W01001186,Rhondda Cynon Taf 001A,W02000252,Rhondda Cynon Taf 001,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001186,455097.0456,,,,,
W01001187,Rhondda Cynon Taf 001B,W02000252,Rhondda Cynon Taf 001,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001187,874793.4816,,,,,
W01001188,Rhondda Cynon Taf 001C,W02000252,Rhondda Cynon Taf 001,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001188,2574268.788,,,,,
W01001189,Rhondda Cynon Taf 029C,W02000280,Rhondda Cynon Taf 029,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001189,465856.985,,,,,
W01001190,Rhondda Cynon Taf 029D,W02000280,Rhondda Cynon Taf 029,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001190,10517745.39,,,,,
W01001191,Rhondda Cynon Taf 031A,W02000282,Rhondda Cynon Taf 031,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001191,7104980.134,,,,,
W01001192,Rhondda Cynon Taf 031B,W02000282,Rhondda Cynon Taf 031,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001192,281395.6646,,,,,
W01001193,Rhondda Cynon Taf 030A,W02000281,Rhondda Cynon Taf 030,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001193,339488.7564,,,,,
W01001194,Rhondda Cynon Taf 030B,W02000281,Rhondda Cynon Taf 030,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001194,3089182.005,,,,,
W01001195,Rhondda Cynon Taf 030C,W02000281,Rhondda Cynon Taf 030,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001195,6248174.308,,,,,
W01001196,Rhondda Cynon Taf 027B,W02000278,Rhondda Cynon Taf 027,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001196,874236.4288,,,,,
W01001197,Rhondda Cynon Taf 027C,W02000278,Rhondda Cynon Taf 027,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001197,5258717.073,,,,,
W01001198,Rhondda Cynon Taf 027D,W02000278,Rhondda Cynon Taf 027,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001198,494757.2905,,,,,
W01001199,Rhondda Cynon Taf 027E,W02000278,Rhondda Cynon Taf 027,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001199,3285824.082,,,,,
W01001200,Rhondda Cynon Taf 014A,W02000265,Rhondda Cynon Taf 014,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001200,1542150.992,,,,,
W01001201,Rhondda Cynon Taf 014B,W02000265,Rhondda Cynon Taf 014,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001201,1032132.296,,,,,
W01001202,Rhondda Cynon Taf 009C,W02000260,Rhondda Cynon Taf 009,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001202,8791329.525,,,,,
W01001203,Rhondda Cynon Taf 009D,W02000260,Rhondda Cynon Taf 009,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001203,1822361.433,,,,,
W01001204,Rhondda Cynon Taf 006A,W02000257,Rhondda Cynon Taf 006,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001204,4119799.768,,,,,
W01001205,Rhondda Cynon Taf 006B,W02000257,Rhondda Cynon Taf 006,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001205,4388679.005,,,,,
W01001206,Rhondda Cynon Taf 006C,W02000257,Rhondda Cynon Taf 006,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001206,1270143.54,,,,,
W01001207,Rhondda Cynon Taf 006D,W02000257,Rhondda Cynon Taf 006,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001207,1734023.586,,,,,
W01001208,Rhondda Cynon Taf 006E,W02000257,Rhondda Cynon Taf 006,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001208,505462.2053,,,,,
W01001209,Rhondda Cynon Taf 008A,W02000259,Rhondda Cynon Taf 008,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001209,721091.3897,,,,,
W01001210,Rhondda Cynon Taf 008B,W02000259,Rhondda Cynon Taf 008,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001210,662818.0531,,,,,
W01001211,Rhondda Cynon Taf 008C,W02000259,Rhondda Cynon Taf 008,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001211,509309.0087,,,,,
W01001212,Rhondda Cynon Taf 008D,W02000259,Rhondda Cynon Taf 008,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001212,240699.0094,,,,,
W01001213,Rhondda Cynon Taf 011A,W02000262,Rhondda Cynon Taf 011,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001213,208955.7119,,,,,
W01001214,Rhondda Cynon Taf 011B,W02000262,Rhondda Cynon Taf 011,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001214,3403284.719,,,,,
W01001215,Rhondda Cynon Taf 011C,W02000262,Rhondda Cynon Taf 011,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001215,1523321.929,,,,,
W01001216,Rhondda Cynon Taf 011D,W02000262,Rhondda Cynon Taf 011,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001216,643559.5439,,,,,
W01001217,Rhondda Cynon Taf 018A,W02000269,Rhondda Cynon Taf 018,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001217,581443.6707,,,,,
W01001218,Rhondda Cynon Taf 018B,W02000269,Rhondda Cynon Taf 018,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001218,489792.0986,,,,,
W01001219,Rhondda Cynon Taf 018C,W02000269,Rhondda Cynon Taf 018,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001219,2853628.372,,,,,
W01001220,Rhondda Cynon Taf 018D,W02000269,Rhondda Cynon Taf 018,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001220,913310.0968,,,,,
W01001221,Rhondda Cynon Taf 001D,W02000252,Rhondda Cynon Taf 001,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001221,1978888.513,,,,,
